id,name,ram,disk,bandwidth,price,driver_name
m5dn.8xlarge,m5dn.8xlarge,131072,1200,25.0,2.308,Amazon EC2
m5dn.large,m5dn.large,8192,75,25.0,0.0,Amazon EC2
m5dn.xlarge,m5dn.xlarge,16384,150,25.0,0.0,Amazon EC2
m5n.12xlarge,m5n.12xlarge,196608,0,50.0,0.0,Amazon EC2
m5n.16xlarge,m5n.16xlarge,262144,0,75.0,4.038,Amazon EC2
m5n.24xlarge,m5n.24xlarge,393216,0,100.0,5.712,Amazon EC2
m5n.2xlarge,m5n.2xlarge,32768,0,25.0,0.0,Amazon EC2
m5n.4xlarge,m5n.4xlarge,65536,0,25.0,0.0,Amazon EC2
m5n.8xlarge,m5n.8xlarge,131072,0,25.0,2.019,Amazon EC2
m5n.large,m5n.large,8192,0,25.0,0.119,Amazon EC2
m5n.xlarge,m5n.xlarge,16384,0,25.0,0.0,Amazon EC2
m5zn.12xlarge,m5zn.12xlarge,196608,0,100.0,4.3605,Amazon EC2
m5zn.2xlarge,m5zn.2xlarge,32768,0,25.0,0.6607,Amazon EC2
m5zn.3xlarge,m5zn.3xlarge,49152,0,25.0,0.0,Amazon EC2
m5zn.6xlarge,m5zn.6xlarge,98304,0,50.0,2.1802,Amazon EC2
m5zn.large,m5zn.large,8192,0,25.0,0.0,Amazon EC2
m5zn.xlarge,m5zn.xlarge,16384,0,25.0,0.3634,Amazon EC2
m6a.12xlarge,m6a.12xlarge,196608,0,18750.0,2.28096,Amazon EC2
m6a.16xlarge,m6a.16xlarge,262144,0,25000.0,2.7648,Amazon EC2
m6a.24xlarge,m6a.24xlarge,393216,0,37500.0,4.1472,Amazon EC2
m6a.2xlarge,m6a.2xlarge,32768,0,12500.0,0.3456,Amazon EC2
m6a.32xlarge,m6a.32xlarge,524288,0,50000.0,6.08256,Amazon EC2
m6a.48xlarge,m6a.48xlarge,786432,0,50000.0,8.2944,Amazon EC2
m6a.4xlarge,m6a.4xlarge,65536,0,12500.0,0.0,Amazon EC2
m6a.8xlarge,m6a.8xlarge,131072,0,12500.0,1.52064,Amazon EC2
m6a.large,m6a.large,8192,0,12500.0,0.0,Amazon EC2
m6a.xlarge,m6a.xlarge,16384,0,12500.0,0.0,Amazon EC2
m6g.12xlarge,m6g.12xlarge,196608,0,20.0,0.0,Amazon EC2
m6g.16xlarge,m6g.16xlarge,262144,0,25.0,2.6112,Amazon EC2
m6g.2xlarge,m6g.2xlarge,32768,0,10.0,0.0,Amazon EC2
m6g.4xlarge,m6g.4xlarge,65536,0,10.0,0.6528,Amazon EC2
m6g.8xlarge,m6g.8xlarge,131072,0,12.0,0.0,Amazon EC2
m6g.large,m6g.large,8192,0,10.0,0.0816,Amazon EC2
m6g.medium,m6g.medium,4096,0,10.0,0.0,Amazon EC2
m6g.xlarge,m6g.xlarge,16384,0,10.0,0.0,Amazon EC2
m6gd.12xlarge,m6gd.12xlarge,196608,2850,20.0,2.2998,Amazon EC2
m6gd.16xlarge,m6gd.16xlarge,262144,3800,25.0,3.0664,Amazon EC2
m6gd.2xlarge,m6gd.2xlarge,32768,475,10.0,0.3616,Amazon EC2
m6gd.4xlarge,m6gd.4xlarge,65536,950,10.0,0.0,Amazon EC2
m6gd.8xlarge,m6gd.8xlarge,131072,1900,12.0,0.0,Amazon EC2
m6gd.large,m6gd.large,8192,118,10.0,0.0,Amazon EC2
m6gd.medium,m6gd.medium,4096,59,10.0,0.0,Amazon EC2
m6gd.xlarge,m6gd.xlarge,16384,237,10.0,0.0,Amazon EC2
m6i.12xlarge,m6i.12xlarge,196608,0,18750.0,2.304,Amazon EC2
m6i.16xlarge,m6i.16xlarge,262144,0,25000.0,3.072,Amazon EC2
m6i.24xlarge,m6i.24xlarge,393216,0,37500.0,4.608,Amazon EC2
m6i.2xlarge,m6i.2xlarge,32768,0,12500.0,0.4224,Amazon EC2
m6i.32xlarge,m6i.32xlarge,524288,0,50000.0,6.7584,Amazon EC2
m6i.4xlarge,m6i.4xlarge,65536,0,12500.0,0.0,Amazon EC2
m6i.8xlarge,m6i.8xlarge,131072,0,12500.0,1.536,Amazon EC2
m6i.large,m6i.large,8192,0,12500.0,0.0,Amazon EC2
m6i.xlarge,m6i.xlarge,16384,0,12500.0,0.2112,Amazon EC2
m6id.12xlarge,m6id.12xlarge,196608,2850,18750.0,3.13236,Amazon EC2
m6id.16xlarge,m6id.16xlarge,262144,3800,25000.0,0.0,Amazon EC2
m6id.24xlarge,m6id.24xlarge,393216,5700,37500.0,6.26472,Amazon EC2
m6id.2xlarge,m6id.2xlarge,32768,474,12500.0,0.4746,Amazon EC2
m6id.32xlarge,m6id.32xlarge,524288,7600,50000.0,7.5936,Amazon EC2
m6id.4xlarge,m6id.4xlarge,65536,950,12500.0,1.04412,Amazon EC2
m6id.8xlarge,m6id.8xlarge,131072,1900,12500.0,0.0,Amazon EC2
m6id.large,m6id.large,8192,118,12500.0,0.0,Amazon EC2
m6id.xlarge,m6id.xlarge,16384,237,12500.0,0.2373,Amazon EC2
m6idn.12xlarge,m6idn.12xlarge,196608,2850,75000.0,3.81888,Amazon EC2
m6idn.16xlarge,m6idn.16xlarge,262144,3800,100000.0,5.09184,Amazon EC2
m6idn.24xlarge,m6idn.24xlarge,393216,5700,150000.0,8.40154,Amazon EC2
m6idn.2xlarge,m6idn.2xlarge,32768,474,40000.0,0.63648,Amazon EC2
m6idn.32xlarge,m6idn.32xlarge,524288,7600,200000.0,10.18368,Amazon EC2
m6idn.4xlarge,m6idn.4xlarge,65536,950,50000.0,1.40026,Amazon EC2
m6idn.8xlarge,m6idn.8xlarge,131072,1900,50000.0,0.0,Amazon EC2
m6idn.large,m6idn.large,8192,118,25000.0,0.0,Amazon EC2
m6idn.xlarge,m6idn.xlarge,16384,237,30000.0,0.31824,Amazon EC2
m6in.12xlarge,m6in.12xlarge,196608,0,75000.0,0.0,Amazon EC2
m6in.16xlarge,m6in.16xlarge,262144,0,100000.0,4.9009,Amazon EC2
m6in.24xlarge,m6in.24xlarge,393216,0,150000.0,7.35134,Amazon EC2
m6in.2xlarge,m6in.2xlarge,32768,0,40000.0,0.61261,Amazon EC2
m6in.32xlarge,m6in.32xlarge,524288,0,200000.0,8.91072,Amazon EC2
m6in.4xlarge,m6in.4xlarge,65536,0,50000.0,1.11384,Amazon EC2
m6in.8xlarge,m6in.8xlarge,131072,0,50000.0,2.22768,Amazon EC2
m6in.large,m6in.large,8192,0,25000.0,0.15315,Amazon EC2
m6in.xlarge,m6in.xlarge,16384,0,30000.0,0.0,Amazon EC2
m7g.12xlarge,m7g.12xlarge,196608,0,22500.0,1.9584,Amazon EC2
m7g.16xlarge,m7g.16xlarge,262144,0,30.0,2.6112,Amazon EC2
m7g.2xlarge,m7g.2xlarge,32768,0,15.0,0.3264,Amazon EC2
m7g.4xlarge,m7g.4xlarge,65536,0,15.0,0.6528,Amazon EC2
m7g.8xlarge,m7g.8xlarge,131072,0,15.0,1.3056,Amazon EC2
m7g.large,m7g.large,8192,0,12500.0,0.0816,Amazon EC2
m7g.medium,m7g.medium,4096,0,12500.0,0.0408,Amazon EC2
m7g.xlarge,m7g.xlarge,16384,0,12500.0,0.1632,Amazon EC2
m7gd.12xlarge,m7gd.12xlarge,196608,2850,22500.0,2.5628,Amazon EC2
m7gd.16xlarge,m7gd.16xlarge,262144,3800,30.0,3.4171,Amazon EC2
m7gd.2xlarge,m7gd.2xlarge,32768,475,15.0,0.4271,Amazon EC2
m7gd.4xlarge,m7gd.4xlarge,65536,950,15.0,0.9055,Amazon EC2
m7gd.8xlarge,m7gd.8xlarge,131072,1900,15.0,1.7086,Amazon EC2
m7gd.large,m7gd.large,8192,118,12500.0,0.1132,Amazon EC2
m7gd.medium,m7gd.medium,4096,59,12500.0,0.0,Amazon EC2
m7gd.xlarge,m7gd.xlarge,16384,237,12500.0,0.2136,Amazon EC2
m7i-flex.2xlarge,m7i-flex.2xlarge,32768,0,12500.0,0.38304,Amazon EC2
m7i-flex.4xlarge,m7i-flex.4xlarge,65536,0,12500.0,0.76608,Amazon EC2
m7i-flex.8xlarge,m7i-flex.8xlarge,131072,0,12500.0,1.53216,Amazon EC2
m7i-flex.large,m7i-flex.large,8192,0,12500.0,0.09576,Amazon EC2
m7i-flex.xlarge,m7i-flex.xlarge,16384,0,12500.0,0.19152,Amazon EC2
m7i.12xlarge,m7i.12xlarge,196608,0,18750.0,2.4192,Amazon EC2
m7i.16xlarge,m7i.16xlarge,262144,0,25000.0,3.54816,Amazon EC2
m7i.24xlarge,m7i.24xlarge,393216,0,37500.0,0.0,Amazon EC2
m7i.2xlarge,m7i.2xlarge,32768,0,12500.0,0.0,Amazon EC2
m7i.48xlarge,m7i.48xlarge,786432,0,50000.0,9.6768,Amazon EC2
m7i.4xlarge,m7i.4xlarge,65536,0,12500.0,0.88704,Amazon EC2
m7i.8xlarge,m7i.8xlarge,131072,0,12500.0,1.6128,Amazon EC2
m7i.large,m7i.large,8192,0,12500.0,0.1008,Amazon EC2
m7i.xlarge,m7i.xlarge,16384,0,12500.0,0.2016,Amazon EC2
p2.16xlarge,p2.16xlarge,749568,0,20.0,0.0,Amazon EC2
p2.8xlarge,p2.8xlarge,499712,0,10.0,7.92,Amazon EC2
p2.xlarge,p2.xlarge,62464,0,,0.0,Amazon EC2
p3.16xlarge,p3.16xlarge,499712,0,25.0,0.0,Amazon EC2
p3.2xlarge,p3.2xlarge,62464,0,10.0,3.259,Amazon EC2
p3.8xlarge,p3.8xlarge,249856,0,10.0,0.0,Amazon EC2
p3dn.24xlarge,p3dn.24xlarge,786432,1800,100.0,31.212,Amazon EC2
p4d.24xlarge,p4d.24xlarge,1179648,8000,400.0,32.7726,Amazon EC2
p4de.24xlarge,p4de.24xlarge,1179648,8000,400.0,45.062325,Amazon EC2
p5.48xlarge,p5.48xlarge,2097152,30720,3200.0,98.32,Amazon EC2
r3.2xlarge,r3.2xlarge,62464,160,,0.0,Amazon EC2
r3.4xlarge,r3.4xlarge,124928,320,,1.33,Amazon EC2
r3.8xlarge,r3.8xlarge,249856,640,10.0,2.66,Amazon EC2
r3.large,r3.large,15616,32,,0.0,Amazon EC2
r3.xlarge,r3.xlarge,31232,80,,0.333,Amazon EC2
r4.16xlarge,r4.16xlarge,499712,0,20.0,4.256,Amazon EC2
r4.2xlarge,r4.2xlarge,62464,0,10.0,0.585,Amazon EC2
r4.4xlarge,r4.4xlarge,124928,0,10.0,0.0,Amazon EC2
r4.8xlarge,r4.8xlarge,249856,0,10.0,2.341,Amazon EC2
r4.large,r4.large,15616,0,10.0,0.146,Amazon EC2
r4.xlarge,r4.xlarge,31232,0,10.0,0.0,Amazon EC2
r5.12xlarge,r5.12xlarge,393216,0,10.0,3.205,Amazon EC2
r5.16xlarge,r5.16xlarge,524288,0,20.0,0.0,Amazon EC2
r5.24xlarge,r5.24xlarge,786432,0,25.0,6.048,Amazon EC2
r5.2xlarge,r5.2xlarge,65536,0,10.0,0.504,Amazon EC2
r5.4xlarge,r5.4xlarge,131072,0,10.0,1.008,Amazon EC2
r5.8xlarge,r5.8xlarge,262144,0,10.0,0.0,Amazon EC2
r5.large,r5.large,16384,0,10.0,0.0,Amazon EC2
r5.xlarge,r5.xlarge,32768,0,10.0,0.0,Amazon EC2
r5a.12xlarge,r5a.12xlarge,393216,0,10.0,2.712,Amazon EC2
r5a.16xlarge,r5a.16xlarge,524288,0,12.0,3.616,Amazon EC2
r5a.24xlarge,r5a.24xlarge,786432,0,20.0,5.424,Amazon EC2
r5a.2xlarge,r5a.2xlarge,65536,0,10.0,0.452,Amazon EC2
r5a.4xlarge,r5a.4xlarge,131072,0,10.0,0.904,Amazon EC2
r5a.8xlarge,r5a.8xlarge,262144,0,10.0,1.808,Amazon EC2
r5a.large,r5a.large,16384,0,10.0,0.113,Amazon EC2
r5a.xlarge,r5a.xlarge,32768,0,10.0,0.226,Amazon EC2
r5ad.12xlarge,r5ad.12xlarge,393216,1800,10.0,3.144,Amazon EC2
r5ad.16xlarge,r5ad.16xlarge,524288,2400,12.0,4.192,Amazon EC2
r5ad.24xlarge,r5ad.24xlarge,786432,3600,20.0,6.288,Amazon EC2
r5ad.2xlarge,r5ad.2xlarge,65536,300,10.0,0.524,Amazon EC2
r5ad.4xlarge,r5ad.4xlarge,131072,600,10.0,1.048,Amazon EC2
r5ad.8xlarge,r5ad.8xlarge,262144,1200,10.0,2.096,Amazon EC2
r5ad.large,r5ad.large,16384,75,10.0,0.131,Amazon EC2
r5ad.xlarge,r5ad.xlarge,32768,150,10.0,0.262,Amazon EC2
r5b.12xlarge,r5b.12xlarge,393216,0,10.0,3.576,Amazon EC2
r5b.16xlarge,r5b.16xlarge,524288,0,20.0,4.768,Amazon EC2
r5b.24xlarge,r5b.24xlarge,786432,0,25.0,0.0,Amazon EC2
r5b.2xlarge,r5b.2xlarge,65536,0,10.0,0.596,Amazon EC2
r5b.4xlarge,r5b.4xlarge,131072,0,10.0,1.3112,Amazon EC2
r5b.8xlarge,r5b.8xlarge,262144,0,10.0,0.0,Amazon EC2
r5b.large,r5b.large,16384,0,10.0,0.1639,Amazon EC2
r5b.xlarge,r5b.xlarge,32768,0,10.0,0.298,Amazon EC2
r5d.12xlarge,r5d.12xlarge,393216,1800,10.0,0.0,Amazon EC2
r5d.16xlarge,r5d.16xlarge,524288,2400,20.0,4.608,Amazon EC2
r5d.24xlarge,r5d.24xlarge,786432,3600,25.0,6.912,Amazon EC2
r5d.2xlarge,r5d.2xlarge,65536,300,10.0,0.576,Amazon EC2
r5d.4xlarge,r5d.4xlarge,131072,600,10.0,1.221,Amazon EC2
r5d.8xlarge,r5d.8xlarge,262144,1200,10.0,2.304,Amazon EC2
r5d.large,r5d.large,16384,75,10.0,0.144,Amazon EC2
r5d.xlarge,r5d.xlarge,32768,150,10.0,0.288,Amazon EC2
r5dn.12xlarge,r5dn.12xlarge,393216,1800,50.0,4.008,Amazon EC2
r5dn.16xlarge,r5dn.16xlarge,524288,2400,75.0,5.665,Amazon EC2
r5dn.24xlarge,r5dn.24xlarge,786432,3600,100.0,8.016,Amazon EC2
r5dn.2xlarge,r5dn.2xlarge,65536,300,25.0,0.668,Amazon EC2
r5dn.4xlarge,r5dn.4xlarge,131072,600,25.0,1.336,Amazon EC2
r5dn.8xlarge,r5dn.8xlarge,262144,1200,25.0,2.833,Amazon EC2
r5dn.large,r5dn.large,16384,75,25.0,0.167,Amazon EC2
r5dn.xlarge,r5dn.xlarge,32768,150,25.0,0.354,Amazon EC2
r5n.12xlarge,r5n.12xlarge,393216,0,50.0,0.0,Amazon EC2
r5n.16xlarge,r5n.16xlarge,524288,0,75.0,4.768,Amazon EC2
r5n.24xlarge,r5n.24xlarge,786432,0,100.0,0.0,Amazon EC2
r5n.2xlarge,r5n.2xlarge,65536,0,25.0,0.0,Amazon EC2
r5n.4xlarge,r5n.4xlarge,131072,0,25.0,1.192,Amazon EC2
r5n.8xlarge,r5n.8xlarge,262144,0,25.0,2.384,Amazon EC2
r5n.large,r5n.large,16384,0,25.0,0.0,Amazon EC2
r5n.xlarge,r5n.xlarge,32768,0,25.0,0.298,Amazon EC2
r6a.12xlarge,r6a.12xlarge,393216,0,18750.0,2.7216,Amazon EC2
r6a.16xlarge,r6a.16xlarge,524288,0,25000.0,3.6288,Amazon EC2
r6a.24xlarge,r6a.24xlarge,786432,0,37500.0,5.4432,Amazon EC2
r6a.2xlarge,r6a.2xlarge,65536,0,12500.0,0.49896,Amazon EC2
r6a.32xlarge,r6a.32xlarge,1048576,0,50000.0,0.0,Amazon EC2
r6a.48xlarge,r6a.48xlarge,1572864,0,50000.0,10.8864,Amazon EC2
r6a.4xlarge,r6a.4xlarge,131072,0,12500.0,0.9072,Amazon EC2
r6a.8xlarge,r6a.8xlarge,262144,0,12500.0,0.0,Amazon EC2
r6a.large,r6a.large,16384,0,12500.0,0.0,Amazon EC2
r6a.xlarge,r6a.xlarge,32768,0,12500.0,0.24948,Amazon EC2
r6g.12xlarge,r6g.12xlarge,393216,0,20.0,0.0,Amazon EC2
r6g.16xlarge,r6g.16xlarge,524288,0,25.0,3.2256,Amazon EC2
r6g.2xlarge,r6g.2xlarge,65536,0,10.0,0.4032,Amazon EC2
r6g.4xlarge,r6g.4xlarge,131072,0,10.0,0.8064,Amazon EC2
r6g.8xlarge,r6g.8xlarge,262144,0,12.0,1.7096,Amazon EC2
r6g.large,r6g.large,16384,0,10.0,0.1068,Amazon EC2
r6g.medium,r6g.medium,8192,0,10.0,0.0,Amazon EC2
r6g.xlarge,r6g.xlarge,32768,0,10.0,0.2016,Amazon EC2
r6gd.12xlarge,r6gd.12xlarge,393216,2850,20.0,0.0,Amazon EC2
r6gd.16xlarge,r6gd.16xlarge,524288,3800,25.0,0.0,Amazon EC2
r6gd.2xlarge,r6gd.2xlarge,65536,475,10.0,0.0,Amazon EC2
r6gd.4xlarge,r6gd.4xlarge,131072,950,10.0,0.9769,Amazon EC2
r6gd.8xlarge,r6gd.8xlarge,262144,1900,12.0,0.0,Amazon EC2
r6gd.large,r6gd.large,16384,118,10.0,0.1152,Amazon EC2
r6gd.medium,r6gd.medium,8192,59,10.0,0.0611,Amazon EC2
r6gd.xlarge,r6gd.xlarge,32768,237,10.0,0.2304,Amazon EC2
r6i.12xlarge,r6i.12xlarge,393216,0,18750.0,0.0,Amazon EC2
r6i.16xlarge,r6i.16xlarge,524288,0,25000.0,4.4352,Amazon EC2
r6i.24xlarge,r6i.24xlarge,786432,0,37500.0,6.6528,Amazon EC2
r6i.2xlarge,r6i.2xlarge,65536,0,12500.0,0.504,Amazon EC2
r6i.32xlarge,r6i.32xlarge,1048576,0,50000.0,8.064,Amazon EC2
r6i.4xlarge,r6i.4xlarge,131072,0,12500.0,1.1088,Amazon EC2
r6i.8xlarge,r6i.8xlarge,262144,0,12500.0,0.0,Amazon EC2
r6i.large,r6i.large,16384,0,12500.0,0.1386,Amazon EC2
r6i.xlarge,r6i.xlarge,32768,0,12500.0,0.2772,Amazon EC2
r6id.12xlarge,r6id.12xlarge,393216,2850,18750.0,3.99168,Amazon EC2
r6id.16xlarge,r6id.16xlarge,524288,3800,25000.0,0.0,Amazon EC2
r6id.24xlarge,r6id.24xlarge,786432,5700,37500.0,7.98336,Amazon EC2
r6id.2xlarge,r6id.2xlarge,65536,474,12500.0,0.66528,Amazon EC2
r6id.32xlarge,r6id.32xlarge,1048576,7600,50000.0,9.6768,Amazon EC2
r6id.4xlarge,r6id.4xlarge,131072,950,12500.0,0.0,Amazon EC2
r6id.8xlarge,r6id.8xlarge,262144,1900,12500.0,2.66112,Amazon EC2
r6id.large,r6id.large,16384,118,12500.0,0.16632,Amazon EC2
r6id.xlarge,r6id.xlarge,32768,237,12500.0,0.33264,Amazon EC2
r6idn.12xlarge,r6idn.12xlarge,393216,2850,75000.0,0.0,Amazon EC2
r6idn.16xlarge,r6idn.16xlarge,524288,3800,100000.0,6.87773,Amazon EC2
r6idn.24xlarge,r6idn.24xlarge,786432,5700,150000.0,0.0,Amazon EC2
r6idn.2xlarge,r6idn.2xlarge,65536,474,40000.0,0.78156,Amazon EC2
r6idn.32xlarge,r6idn.32xlarge,1048576,7600,200000.0,12.50496,Amazon EC2
r6idn.4xlarge,r6idn.4xlarge,131072,950,50000.0,1.56312,Amazon EC2
r6idn.8xlarge,r6idn.8xlarge,262144,1900,50000.0,3.43886,Amazon EC2
r6idn.large,r6idn.large,16384,118,25000.0,0.19539,Amazon EC2
r6idn.xlarge,r6idn.xlarge,32768,237,30000.0,0.39078,Amazon EC2
r6in.12xlarge,r6in.12xlarge,393216,0,75000.0,4.18392,Amazon EC2
r6in.16xlarge,r6in.16xlarge,524288,0,100000.0,0.0,Amazon EC2
r6in.24xlarge,r6in.24xlarge,786432,0,150000.0,9.20462,Amazon EC2
r6in.2xlarge,r6in.2xlarge,65536,0,40000.0,0.76705,Amazon EC2
r6in.32xlarge,r6in.32xlarge,1048576,0,200000.0,11.15712,Amazon EC2
r6in.4xlarge,r6in.4xlarge,131072,0,50000.0,1.39464,Amazon EC2
r6in.8xlarge,r6in.8xlarge,262144,0,50000.0,2.78928,Amazon EC2
r6in.large,r6in.large,16384,0,25000.0,0.17433,Amazon EC2
r6in.xlarge,r6in.xlarge,32768,0,30000.0,0.38353,Amazon EC2
r7g.12xlarge,r7g.12xlarge,393216,0,22500.0,2.5704,Amazon EC2
r7g.16xlarge,r7g.16xlarge,524288,0,30.0,3.4272,Amazon EC2
r7g.2xlarge,r7g.2xlarge,65536,0,15.0,0.4284,Amazon EC2
r7g.4xlarge,r7g.4xlarge,131072,0,15.0,0.8568,Amazon EC2
r7g.8xlarge,r7g.8xlarge,262144,0,15.0,1.7136,Amazon EC2
r7g.large,r7g.large,16384,0,12500.0,0.1071,Amazon EC2
r7g.medium,r7g.medium,8192,0,12500.0,0.0536,Amazon EC2
r7g.xlarge,r7g.xlarge,32768,0,12500.0,0.2142,Amazon EC2
r7gd.12xlarge,r7gd.12xlarge,393216,2850,22500.0,3.4614,Amazon EC2
r7gd.16xlarge,r7gd.16xlarge,524288,3800,30.0,4.3546,Amazon EC2
r7gd.2xlarge,r7gd.2xlarge,65536,475,15.0,0.5769,Amazon EC2
r7gd.4xlarge,r7gd.4xlarge,131072,950,15.0,1.1538,Amazon EC2
r7gd.8xlarge,r7gd.8xlarge,262144,1900,15.0,0.0,Amazon EC2
r7gd.large,r7gd.large,16384,118,12500.0,0.1442,Amazon EC2
r7gd.medium,r7gd.medium,8192,59,12500.0,0.068,Amazon EC2
r7gd.xlarge,r7gd.xlarge,32768,237,12500.0,0.2722,Amazon EC2
t1.micro,t1.micro,627,0,,0.02,Amazon EC2
t2.2xlarge,t2.2xlarge,32768,0,,0.3712,Amazon EC2
t2.large,t2.large,8192,0,,0.0928,Amazon EC2
t2.medium,t2.medium,4096,0,,0.0464,Amazon EC2
t2.micro,t2.micro,1024,0,,0.0116,Amazon EC2
t2.nano,t2.nano,512,0,,0.0058,Amazon EC2
t2.small,t2.small,2048,0,,0.023,Amazon EC2
t2.xlarge,t2.xlarge,16384,0,,0.1856,Amazon EC2
t3.2xlarge,t3.2xlarge,32768,0,5.0,0.3328,Amazon EC2
t3.large,t3.large,8192,0,5.0,0.0,Amazon EC2
t3.medium,t3.medium,4096,0,5.0,0.0,Amazon EC2
t3.micro,t3.micro,1024,0,5.0,0.0104,Amazon EC2
t3.nano,t3.nano,512,0,5.0,0.0,Amazon EC2
t3.small,t3.small,2048,0,5.0,0.022,Amazon EC2
t3.xlarge,t3.xlarge,16384,0,5.0,0.1763,Amazon EC2
t3a.2xlarge,t3a.2xlarge,32768,0,5.0,0.3008,Amazon EC2
t3a.large,t3a.large,8192,0,5.0,0.0752,Amazon EC2
t3a.medium,t3a.medium,4096,0,5.0,0.0376,Amazon EC2
t3a.micro,t3a.micro,1024,0,5.0,0.0094,Amazon EC2
t3a.nano,t3a.nano,512,0,5.0,0.0047,Amazon EC2
t3a.small,t3a.small,2048,0,5.0,0.0188,Amazon EC2
t3a.xlarge,t3a.xlarge,16384,0,5.0,0.1504,Amazon EC2
t4g.2xlarge,t4g.2xlarge,32768,0,5.0,0.2688,Amazon EC2
t4g.large,t4g.large,8192,0,5.0,0.0672,Amazon EC2
t4g.medium,t4g.medium,4096,0,5.0,0.0336,Amazon EC2
t4g.micro,t4g.micro,1024,0,5.0,0.0084,Amazon EC2
t4g.nano,t4g.nano,512,0,5.0,0.0042,Amazon EC2
t4g.small,t4g.small,2048,0,5.0,0.0168,Amazon EC2
t4g.xlarge,t4g.xlarge,16384,0,5.0,0.1344,Amazon EC2
trn1.2xlarge,trn1.2xlarge,32768,475,12500.0,1.34375,Amazon EC2
trn1.32xlarge,trn1.32xlarge,524288,7600,800.0,21.5,Amazon EC2
trn1n.32xlarge,trn1n.32xlarge,524288,7600,1600.0,24.78,Amazon EC2
